"id";"comicID";"characterID"
179;67762;1009407
180;69730;1010338
181;69959;1009368
182;69959;1009376
183;68656;1010354
184;68656;1009189
185;68656;1009282
186;68656;1011299
187;68656;1011490
188;67907;1009214
189;67907;1009257
190;67907;1009265
191;69111;1017577
192;70944;1009282
193;70944;1009299
194;69419;1010747
195;68592;1011001
196;68592;1009393
197;68592;1009554
198;69036;1009406
199;69036;1017577
200;69036;1009610
201;67134;1009351
202;73623;1009241
203;73623;1009258
204;69221;1009338
205;70248;1009478
206;70248;1009313
207;70248;1009327
208;70248;1009466
209;70248;1009472
210;70248;1009629
211;70248;1009722
212;70248;1009726
213;69279;1009610
214;69462;1009351
215;69462;1011223
216;73709;1017577
217;73709;1009718
218;67982;1011227
219;67982;1017577
220;67982;1017078
221;67982;1016181
222;69114;1017577
223;68584;1009368
224;68584;1009378
225;68584;1009215
226;68584;1009447
227;68584;1009610
228;67622;1009722
229;70149;1010359
230;70218;1009310
231;70218;1009417
232;70218;1009726
233;69374;1009524
234;69374;1009562
235;68331;1009274
236;68331;1009277
237;68331;1009577
238;67942;1009220
239;67538;1009212
240;68358;1009197
241;68358;1009294
242;68358;1010704
243;68358;1009471
244;69214;1009312
245;69214;1010763
246;68960;1009220
247;70155;1009722
248;69937;1009407
249;69937;1009480
250;69937;1009664
251;68267;1009268
252;68100;1009262
253;68100;1009389
254;68146;1009268
255;68669;1011020
256;67692;1009610
257;69852;1009189
258;69852;1009515
259;69852;1010740
260;69148;1011336
261;67631;1009610
262;69902;1009391
263;69902;1010860
264;71526;1009610
265;71526;1016181
266;73708;1017577
267;73708;1009718
268;68321;1011023
269;68321;1009282
270;68321;1009280
271;68321;1009312
272;68321;1009454
273;68321;1009473
274;67702;1010801
275;69030;1017577
276;69030;1010860
277;69055;1010801
278;69055;1009707
279;68663;1017577
280;68663;1017078
281;68663;1009652
282;68397;1009220
283;68397;1009224
284;68397;1009338
285;68397;1009351
286;68397;1009368
287;68397;1009610
288;68397;1009664
289;68397;1009718
290;67999;1009241
291;67999;1009258
292;69365;1009189
293;69365;1009229
294;69365;1009515
295;67799;1010801
296;67799;1009165
297;68250;1009365
298;68618;1009351
299;68606;1011385
300;68606;1009262
301;68606;1010682
302;70940;1009299
303;67917;1009220
304;67841;1011197
305;67841;1011426
306;70234;1009243
307;70234;1009508
308;70234;1009472
309;70234;1009430
310;70234;1009629
311;70234;1009726
312;70091;1009277
313;70091;1009393
314;70091;1009482
315;70091;1009554
316;70091;1009705
317;68145;1009268
318;67319;1009229
319;67716;1009175
320;67716;1009337
321;67716;1009726
322;68295;1009282
323;68295;1009639
324;68325;1009282
325;68325;1009440
326;69490;1009268
327;69490;1009610
328;69416;1009313
329;69416;1009508
330;69416;1009546
331;65303;1009268
332;65303;1009610
333;62232;1009652
334;65813;1009327
335;65813;1009726
336;62191;1017583
337;62191;1011060
338;65277;1009214
339;65277;1009268
340;65277;1009632
341;65266;1011030
342;65266;1011348
343;65266;1011197
344;65815;1009327
345;65815;1009504
346;65815;1009726
347;65288;1009368
348;65288;1010324
349;65331;1009262
350;65331;1009282
351;65331;1009420
352;65331;1009473
353;65331;1010861
354;65331;1009610
355;65331;1009664
356;65300;1009365
357;65300;1009447
358;65320;1009187
359;65808;1009327
360;65808;1009718
361;65808;1009726
362;49113;1009515
363;65333;1009165
364;65333;1009299
365;65333;1009351
366;65333;1009610
367;65333;1009726
368;62137;1009239
369;62137;1009282
370;65268;1009187
371;65268;1009390
372;65326;1009165
373;65326;1009220
374;65326;1009282
375;65326;1009351
376;65326;1009356
377;65326;1009368
378;65326;1009407
379;65326;1009471
380;65326;1009552
381;65326;1009662
382;65326;1009707
383;65363;1009165
384;65363;1009167
385;65363;1009351
386;65812;1009257
387;65812;1009327
388;65812;1009726
389;65293;1017576
390;61124;1009165
391;61124;1010756
392;61124;1010701
393;61124;1009303
394;61124;1011299
395;61124;1009365
396;61124;1009726
397;65281;1011285
398;65281;1009387
399;65295;1009187
400;65295;1009610
401;65313;1009185
402;65313;1010787
403;65313;1009610
404;65746;1009262
405;65746;1011367
406;65746;1009708
407;65746;1009325
408;65746;1009610
409;61456;1011227
410;61456;1009165
411;61456;1009297
412;61456;1011300
413;61456;1017577
414;61456;1017078
415;61456;1016181
416;61456;1017576
417;61456;1009697
418;65279;1009282
419;65279;1009407
420;65279;1009571
421;61033;1017577
422;65312;1009165
423;65312;1009175
424;65312;1009356
425;65312;1009524
426;65312;1009546
427;65312;1009562
428;65312;1009707
429;65312;1009719
430;65709;1009241
431;65709;1009258
432;65709;1009389
433;65709;1009515
434;65709;1010747
435;65318;1011298
436;65318;1009243
437;65318;1009508
438;65318;1009472
439;65318;1009430
440;65318;1009629
441;65318;1009726
442;62150;1010763
443;62150;1011299
444;62150;1010733
445;65286;1011227
446;65310;1009338
447;65310;1010740
448;65275;1009262
449;65275;1009268
450;65275;1009367
451;65275;1009378
452;65275;1009389
453;65275;1009215
454;65283;1010801
455;65283;1011299
456;61530;1009338
457;61530;1010808
458;65329;1009268
459;65329;1009294
460;65329;1016825
461;62237;1011227
462;62237;1009167
463;62237;1017583
464;62237;1009277
465;62237;1009351
466;62237;1009393
467;62237;1009554
468;62237;1009705
469;62237;1009709
470;60890;1009153
471;60890;1009175
472;60890;1009257
473;60890;1009362
474;60890;1009417
475;60890;1009504
476;60890;1009573
477;60890;1009726
478;65274;1009268
479;65292;1009356
480;65292;1009610
481;65292;1009662
482;65291;1009215
483;65817;1009327
484;65817;1009554
485;65817;1009726
486;65838;1009220
487;65838;1009256
488;65838;1011001
489;65838;1009268
490;65838;1009718
491;65362;1009165
492;65362;1009351
493;65298;1010747
494;65276;1009214
495;65276;1009268
496;65276;1009632
497;65265;1011197
498;65853;1009265
499;65853;1009327
500;65853;1009726
501;65330;1009262
502;65330;1009268
503;65330;1009367
504;65330;1009378
505;65330;1009389
506;65330;1009215
507;65299;1009365
508;65299;1009385
509;65299;1009415
510;65299;1009447
511;65299;1017577
512;65299;1014528
513;62193;1017577
514;65319;1009187
515;60485;1010329
516;60485;1009407
517;60485;1009480
518;60485;1017576
519;65258;1011001
520;65258;1009722
521;61093;1009180
522;61093;1009407
523;61093;1009592
524;61093;1010860
525;59512;1009165
526;59512;1009664
527;65314;1009277
528;65314;1009393
529;65314;1009554
530;65314;1009705
531;65290;1009310
532;65290;1011428
533;65290;1009327
534;65290;1009387
535;65290;1009625
536;65297;1009365
537;65297;1011305
538;65497;1009165
539;65497;1011367
540;65497;1009487
541;65497;1009325
542;65497;1009571
543;65334;1009356
544;65334;1009372
545;65334;1009389
546;65334;1009610
547;65334;1009699
548;65280;1009190
549;60676;1017574
550;60676;1011299
551;60676;1009508
552;60676;1009662
553;60676;1009663
554;62234;1011346
555;62234;1011288
556;62234;1009610
557;65315;1009204
558;65315;1009726
559;65311;1009515
560;62128;1011227
561;62128;1017577
562;62128;1017078
563;62128;1016181
564;65259;1009610
565;65269;1009197
566;65269;1009214
567;65269;1009408
568;65269;1009580
569;65269;1009722
570;60444;1009195
571;60444;1009299
572;60444;1010799
573;60444;1009599
574;62208;1009268
575;62208;1010744
576;65272;1009262
577;65301;1009398
578;65301;1009583
579;56395;1010701
580;56395;1009303
581;65361;1009165
582;65361;1009170
583;65361;1009211
584;65361;1009220
585;65361;1009685
586;62213;1011104
587;62213;1010747
588;65335;1009172
589;65335;1009189
590;65335;1009389
591;65335;1009515
592;65282;1010735
593;65282;1011299
594;65282;1009477
595;65466;1009144
596;65466;1009220
597;65466;1009359
598;65466;1009368
599;65466;1011312
600;65466;1010726
601;65466;1009483
602;65466;1009535
603;65466;1009228
604;65466;1009599
605;65270;1009220
606;65289;1009367
607;65289;1009554
608;60690;1009281
609;65261;1010787
610;65261;1009610
611;46766;1011101
612;46766;1011016
613;46766;1009408
614;46766;1011068
615;46766;1009413
616;46766;1009499
617;46766;1009542
618;46766;1009580
619;46766;1009717
620;46766;1010739
621;45951;1009165
622;45951;1010366
623;45951;1009214
624;45951;1009220
625;45951;1009243
626;45951;1009277
627;45951;1009309
628;45951;1009337
629;45951;1011428
630;45951;1011086
631;45951;1009546
632;45951;1009724
633;45907;1009165
634;45907;1009685
635;43477;1009165
636;43477;1009726
637;46483;1009610
638;46751;1009718
639;43543;1009165
640;46944;1009313
641;46944;1009538
642;46944;1009494
643;46687;1009692
644;46687;1009663
645;43520;1009175
646;43520;1009184
647;43520;1009187
648;43520;1009282
649;43520;1009368
650;43520;1009459
651;43520;1009466
652;46639;1009182
653;46639;1009301
654;46639;1009512
655;46639;1009513
656;46639;1009614
657;46639;1009629
658;46639;1009726
659;46410;1011227
660;46410;1009351
661;46410;1009420
662;46410;1009578
663;46410;1009718
664;46030;1011367
665;46030;1009368
666;46030;1010682
667;46030;1009466
668;46030;1009577
669;46030;1011223
670;46030;1016452
671;46030;1009631
672;46030;1009662
673;46030;1009682
674;46030;1009707
675;45973;1009740
676;45973;1009220
677;36421;1009368
678;46482;1009610
679;46425;1011426
680;46425;1009718
681;46808;1009399
682;46808;1009535
683;46808;1009726
684;46046;1009268
685;46046;1009610
686;47135;1010803
687;47135;1011006
688;46671;1009153
689;46671;1009257
690;46671;1009267
691;46671;1009280
692;46671;1009310
693;46671;1009415
694;46671;1009417
695;46671;1011335
696;46671;1009625
697;46671;1009726
698;40501;1009262
699;43507;1009148
700;43507;1009268
701;43507;1009338
702;43507;1009508
703;43507;1009405
704;43507;1009608
705;46100;1009299
706;46100;1009539
707;46100;1009525
708;47317;1009588
709;47343;1009220
710;47343;1009384
711;40501;1009262
712;43507;1009148
713;43507;1009268
714;43507;1009338
715;43507;1009508
716;43507;1009405
717;43507;1009608
718;45950;1011297
719;45950;1010366
720;45950;1009214
721;45950;1009243
722;45950;1009277
723;45950;1009309
724;45950;1011428
725;45950;1011086
726;45950;1009724
727;45906;1009165
728;45906;1009685
729;42689;1009313
730;42689;1009546
731;42689;1009675
732;46209;1009368
733;46765;1011101
734;46765;1011016
735;46765;1009408
736;46765;1011068
737;46765;1009440
738;46765;1011056
739;46765;1009499
740;46765;1009542
741;46765;1011035
742;46765;1009580
743;46765;1009717
744;46765;1010739
745;45879;1009165
746;45879;1009223
747;45879;1010338
748;45879;1010771
749;45879;1009685
750;46508;1009664
751;46045;1009268
752;46852;1009664
753;43332;1009156
754;43332;1009220
755;43332;1009546
756;43332;1009562
757;43332;1009636
758;43332;1009664
759;43332;1009707
760;43332;1009718
761;43332;1009719
762;46446;1009167
763;46446;1009351
764;46446;1014528
765;43541;1009165
766;36422;1009368
767;46637;1009182
768;46637;1009301
769;46637;1009512
770;46637;1009629
771;46637;1009726
772;46719;1009471
773;46719;1009718
774;45823;1009165
775;45823;1009536
776;45823;1009313
777;45823;1009362
778;45823;1011386
779;45823;1009508
780;45823;1009465
781;45823;1009476
782;45823;1009554
783;45823;1009703
784;45823;1009718
785;45823;1009726
786;45905;1009165
787;45905;1009685
788;46764;1011101
789;46764;1011016
790;46764;1009408
791;46764;1011068
792;46764;1009440
793;46764;1011056
794;46764;1009499
795;46764;1009542
796;46764;1011035
797;46764;1009580
798;46764;1009717
799;46764;1010739
800;46481;1009276
801;46481;1009610
802;46881;1009652
803;42765;1010809
804;42765;1009338
805;42765;1010808
806;46208;1009368
807;46208;1010733
808;43476;1009165
809;43476;1009726
810;36423;1009368
811;46807;1009399
812;46807;1009726
813;46834;1009338
814;46834;1009407
815;46834;1009427
816;46834;1011424
817;46834;1009714
818;46834;1010698
819;47316;1009588
820;47316;1009664
821;43506;1009175
822;43506;1009351
823;43506;1009362
824;43506;1009368
825;43506;1009664
826;46424;1011426
827;43333;1009156
828;43333;1009220
829;43333;1009337
830;43333;1009384
831;43333;1009471
832;43333;1009495
833;43333;1009546
834;43333;1009562
835;43333;1009636
836;43333;1009664
837;43333;1009707
838;43333;1009718
839;43333;1009719
840;43519;1009175
841;43519;1009184
842;43519;1009187
843;43519;1009282
844;43519;1009368
845;43519;1009459
846;42691;1009313
847;42691;1009546
848;42691;1009675
849;46044;1009268
850;46669;1009153
851;46669;1009257
852;46669;1009280
853;46669;1009310
854;46669;1009415
855;46669;1009417
856;46669;1011335
857;46669;1009471
858;46669;1009625
859;46669;1009726
860;43540;1009165
861;43304;1010763
862;46099;1009299
863;46099;1009539
864;46099;1009525
865;47395;1009718
866;47395;1009726
867;45972;1009740
868;45972;1009220
869;40494;1009262
870;40494;1009626
871;46686;1009692
872;46686;1009663
873;45904;1009165
874;45904;1009685
875;47134;1010803
876;47134;1011006
877;46408;1011227
878;46408;1009351
879;46408;1009420
880;46408;1009578
881;46408;1009718
882;46763;1011101
883;46763;1011016
884;46763;1009408
885;46763;1011068
886;46763;1011056
887;46763;1009499
888;46763;1009542
889;46763;1009580
890;46763;1009717
891;46763;1010739
892;45949;1010366
893;45949;1009214
894;45949;1009243
895;45949;1009257
896;45949;1009277
897;45949;1009309
898;45949;1011086
899;45949;1009724
900;46806;1009399
901;46806;1009718
902;46806;1009726
903;42276;1009262
904;42276;1009515
905;46207;1009368
906;46029;1009239
907;46029;1011367
908;46029;1009282
909;46029;1011490
910;46029;1009367
911;46029;1009368
912;46029;1010682
913;46029;1011223
914;46029;1016452
915;46029;1009662
916;46029;1009670
917;46029;1009682
918;46480;1009165
919;46480;1011052
920;46480;1009610
921;46408;1011227
922;46408;1009351
923;46408;1009420
924;46408;1009578
925;46408;1009718
926;45904;1009165
927;45904;1009685
928;47134;1010803
929;47134;1011006
930;45878;1009165
931;45878;1009189
932;45878;1009685
933;43334;1009156
934;43334;1009384
935;43334;1009407
936;43334;1009480
937;43334;1009664
938;46098;1009195
939;46098;1009299
940;46098;1009539
941;46098;1009525
942;46507;1009664
943;37407;1009165
944;37407;1009685
945;46717;1009471
946;46717;1009718
947;46667;1009153
948;46667;1009257
949;46667;1009310
950;46667;1009415
951;46667;1009625
952;46667;1009726
953;43539;1009165
954;46444;1014528
955;37406;1009165
956;37406;1009215
957;37406;1009583
958;37406;1009685
959;37406;1009697
960;46479;1009165
961;46479;1009610
962;46043;1009268
963;46222;1009368
964;47070;1010969
965;46685;1009692
966;46685;1009663
967;46880;1009652
968;43475;1009165
969;43475;1009465
970;43475;1009554
971;43475;1009726
972;46832;1009338
973;46832;1009427
974;46832;1011424
975;46832;1009714
976;46832;1010698
977;46138;1010763
978;42695;1009313
979;42695;1009546
980;42695;1009675
981;43305;1010735
982;43305;1010763
983;43305;1010743
984;43305;1011299
985;43305;1009368
986;43305;1010744
987;43305;1010733
988;37405;1009165
989;37405;1009215
990;37405;1009583
991;37405;1009685
992;47145;1009610
993;45821;1009175
994;45821;1009733
995;45821;1009257
996;45821;1010907
997;45821;1009267
998;45821;1009313
999;45821;1009343
1000;45821;1009362
1001;45821;1010777
1002;45821;1009327
1003;45821;1011386
1004;45821;1009472
1005;45821;1009476
1006;45821;1009554
1007;45821;1009555
1008;45821;1009718
1009;45821;1009726
1010;46805;1011291
1011;46805;1009399
1012;46805;1009726
1013;47133;1010803
1014;47133;1011006
1015;46226;1009588
1016;47073;1009299
1017;47073;1009539
1018;47073;1009685
1019;47073;1009525
1020;46423;1011426
1021;46635;1009512
1022;46635;1009629
1023;46635;1009726
1024;46832;1009338
1025;46832;1009427
1026;46832;1011424
1027;46832;1009714
1028;46832;1010698
1029;46762;1011101
1030;46762;1011016
1031;46762;1009408
1032;46762;1011068
1033;46762;1009413
1034;46762;1009440
1035;46762;1009499
1036;46762;1009542
1037;46762;1011035
1038;46762;1009580
1039;46762;1011051
1040;46762;1009717
1041;46762;1010739
1042;46042;1009268
1043;43538;1009165
1044;46028;1009239
1045;46028;1010809
1046;46028;1009262
1047;46028;1011367
1048;46028;1009282
1049;46028;1011490
1050;46028;1009367
1051;46028;1009368
1052;46028;1010682
1053;46028;1009577
1054;46028;1011223
1055;46028;1009610
1056;46028;1016452
1057;46028;1009662
1058;46028;1009670
1059;46028;1009682
1060;46478;1011242
1061;46478;1009610
1062;45970;1009740
1063;45970;1009220
1064;45990;1010338
1065;43518;1009175
1066;43518;1009184
1067;43518;1009187
1068;43518;1009282
1069;43518;1009368
1070;43518;1009459
1071;43518;1009466
1072;43518;1009720
1073;43474;1009465
1074;43474;1009554
1075;43474;1011323
1076;43474;1009726
1077;46406;1011227
1078;46406;1009578
1079;46406;1009718
1080;40506;1009262
1081;40506;1009470
1082;40506;1011490
1083;45948;1010366
1084;45948;1009214
1085;45948;1009243
1086;45948;1009257
1087;45948;1009277
1088;45948;1009309
1089;45948;1009508
1090;45948;1011086
1091;45948;1009718
1092;45948;1009724
1093;47131;1010803
1094;47131;1011006
1095;47131;1010803
1096;47131;1011006
1097;46665;1009165
1098;46665;1009257
1099;46665;1009310
1100;46665;1009415
1101;46665;1009417
1102;46665;1009726
1103;46441;1009471
1104;46441;1009648
1105;46804;1011291
1106;46804;1009399
1107;46804;1009499
1108;46804;1009718
1109;46804;1009726
1110;46713;1009718
1111;46096;1009299
1112;46096;1009539
1113;46096;1009525
1114;46506;1009664
1115;47003;1009165
1116;47003;1009189
1117;47003;1009452
1118;47003;1009685
1119;45876;1009165
1120;45876;1009189
1121;45876;1009220
1122;45876;1009338
1123;45876;1009351
1124;45876;1009368
1125;45876;1009610
1126;45876;1009608
1127;45876;1009664
1128;47697;1009165
1129;47697;1009220
1130;47697;1009351
1131;47697;1009368
1132;47697;1009664
1133;38760;1009262
1134;46684;1009663
1135;43504;1009279
1136;43504;1009367
1137;43504;1009407
1138;43504;1009447
1139;43473;1009165
1140;43473;1009359
1141;43473;1009726
1142;47001;1009165
1143;47001;1009338
1144;47001;1009610
1145;47001;1009685
1146;45945;1009214
1147;45945;1009243
1148;45945;1009277
1149;45945;1009309
1150;45945;1011428
1151;45945;1011086
1152;45945;1009718
1153;45945;1009724
1154;46476;1009610
1155;46201;1009368
1156;43537;1009165
1157;43336;1009220
1158;43336;1009337
1159;43336;1009535
1160;43336;1009546
1161;43336;1009562
1162;43336;1009664
1163;43336;1009718
1164;40554;1009588
1165;40554;1009610
1166;45820;1009536
1167;45820;1009313
1168;45820;1009362
1169;45820;1011386
1170;45820;1009472
1171;45820;1009476
1172;45820;1009718
1173;45820;1009726
1174;46829;1009220
1175;46829;1009407
1176;46829;1009562
1177;46829;1010698
1178;43336;1009220
1179;43336;1009337
1180;43336;1009535
1181;43336;1009546
1182;43336;1009562
1183;43336;1009664
1184;43336;1009718
1185;40554;1009588
1186;40554;1009610
1187;45820;1009536
1188;45820;1009313
1189;45820;1009362
1190;45820;1011386
1191;45820;1009472
1192;45820;1009476
1193;45820;1009718
1194;45820;1009726
1195;46829;1009220
1196;46829;1009407
1197;46829;1009562
1198;46829;1010698
1199;46040;1009268
1200;45989;1010338
1201;46041;1009268
1202;46027;1010809
1203;46027;1009262
1204;46027;1011367
1205;46027;1011490
1206;46027;1009367
1207;46027;1009368
1208;46027;1010682
1209;46027;1009577
1210;46027;1011223
1211;46027;1009610
1212;46027;1016452
1213;46027;1009662
1214;46027;1009682
1215;46027;1009707
1216;46474;1009610
1217;40496;1009262
1218;40496;1009470
1219;45968;1009740
1220;45968;1009220
1221;46761;1011101
1222;46761;1011016
1223;46761;1009408
1224;46761;1011068
1225;46761;1009440
1226;46761;1011056
1227;46761;1009499
1228;46761;1009542
1229;46761;1011035
1230;46761;1009580
1231;46761;1011051
1232;46761;1009717
1233;46761;1010739
1234;46633;1009512
1235;46633;1009629
1236;46633;1009726
1237;46402;1011227
1238;46402;1009578
1239;46402;1009718
1240;43536;1009165
1241;43536;1011027
1242;46848;1009610
1243;41886;1009165
1244;41886;1009189
1245;41886;1009220
1246;41886;1009338
1247;41886;1009351
1248;41886;1009608
1249;41886;1009664
1250;46434;1009189
1251;46434;1009338
1252;46434;1009471
1253;47136;1009268
1254;46094;1009299
1255;46094;1009539
1256;46094;1009525
1257;45859;1009165
1258;45859;1010890
1259;45859;1010746
1260;45859;1011376
1261;45859;1009722
1262;46422;1011426
1263;46653;1009257
1264;46653;1009310
1265;46653;1009415
1266;46653;1009417
1267;46653;1011335
1268;46653;1009471
1269;46653;1011323
1270;46653;1009726
1271;41886;1009165
1272;41886;1009189
1273;41886;1009220
1274;41886;1009338
1275;41886;1009351
1276;41886;1009608
1277;41886;1009664
1278;46434;1009189
1279;46434;1009338
1280;46434;1009471
1281;40700;1010802
1282;40700;1009175
1283;40700;1009189
1284;40700;1009223
1285;40700;1009338
1286;40700;1009663
1287;46760;1011101
1288;46760;1011016
1289;46760;1009408
1290;46760;1011068
1291;46760;1009440
1292;46760;1011056
1293;46760;1009499
1294;46760;1009542
1295;46760;1011035
1296;46760;1009580
1297;46760;1011051
1298;46760;1009717
1299;46760;1010739
1300;46683;1009663
1301;46199;1009368
1302;38763;1009262
1303;46472;1009610
1304;41137;1016181
1305;45884;1009165
1306;45884;1009697
1307;43472;1009726
1308;43535;1009165
1309;43517;1009175
1310;43517;1009184
1311;43517;1009187
1312;43517;1009220
1313;43517;1009282
1314;43517;1009368
1315;43517;1009459
1316;43517;1009466
1317;46385;1009165
1318;46385;1009515
1319;40548;1009588
1320;46469;1009708
1321;46469;1009610
1322;46801;1011291
1323;46801;1009362
1324;46801;1009399
1325;46801;1009629
1326;46801;1009726
1327;42755;1010809
1328;42755;1009338
1329;42755;1010808
1330;46458;1009592
1331;46026;1009239
1332;46026;1011367
1333;46026;1011490
1334;46026;1009368
1335;46026;1009466
1336;46026;1011223
1337;46026;1016452
1338;46026;1009631
1339;46026;1009662
1340;46026;1009670
1341;46026;1009682
1342;41114;1009220
1343;41114;1010803
1344;42693;1009313
1345;46038;1009268
1346;43337;1009209
1347;43337;1009220
1348;43337;1009337
1349;43337;1009480
1350;43337;1009535
1351;43337;1009546
1352;43337;1009562
1353;43337;1009664
1354;43337;1009718
1355;46629;1009512
1356;46629;1009629
1357;46629;1009726
1358;43533;1009165
1359;45819;1009536
1360;45819;1009313
1361;45819;1011386
1362;45819;1009476
1363;45819;1009703
1364;45819;1009718
1365;45819;1009726
1366;46824;1010698
1367;43501;1009175
1368;43501;1009220
1369;43501;1009387
1370;43501;1009610
1371;43501;1009718
1372;45988;1010338
1373;46794;1009153
1374;46794;1009233
1375;46794;1009243
1376;46794;1009277
1377;46794;1009362
1378;46794;1011179
1379;46794;1009512
1380;46794;1009629
1381;46794;1009726
1382;46025;1009239
1383;46025;1011367
1384;46025;1009282
1385;46025;1011490
1386;46025;1009368
1387;46025;1011223
1388;46025;1009662
1389;46025;1009670
1390;46025;1009682
1391;46847;1009610
1392;43471;1009508
1393;43471;1009726
1394;45966;1009220
1395;40507;1009262
1396;40507;1009470
1397;40507;1009610
1398;40507;1009627
1399;46544;1010935
1400;43516;1009184
1401;43516;1009187
1402;43516;1009220
1403;43516;1009282
1404;43516;1009459
1405;43516;1009466
1406;43516;1009624
1407;46394;1009578
1408;46394;1009718
1409;46682;1009663
1410;41882;1009165
1411;41882;1009220
1412;41882;1009261
1413;41882;1009351
1414;41882;1009368
1415;41882;1009608
1416;41882;1009664
1417;46462;1009181
1418;46462;1010371
1419;46462;1009585
1420;46462;1011032
1421;46462;1009610
1422;46296;1009165
1423;46296;1009338
1424;46296;1009664
1425;46421;1011426
1426;46502;1009664
1427;40701;1010802
1428;40701;1009175
1429;40701;1009189
1430;40701;1009223
1431;40701;1009338
1432;40701;1009663
1433;46799;1009175
1434;46799;1009399
1435;46799;1009629
1436;46799;1009718
1437;46799;1009726
1438;46337;1010758
1439;46196;1009368
1440;46196;1009494
1441;38761;1009262
1442;43512;1009175
1443;43512;1009184
1444;43512;1009187
1445;43512;1009368
1446;43512;1009459
1447;43512;1009466
1448;43470;1009726
1449;41138;1009372
1450;41138;1016181
1451;46681;1009663
1452;41115;1009220
1453;41115;1009368
1454;41115;1009664
1455;41115;1010803
1456;40559;1009588
1457;45564;1009663
1458;45686;1009399
1459;45686;1009726
1460;47218;1011426
1461;42678;1010338
1462;40702;1009175
1463;40702;1009189
1464;40702;1009223
1465;40702;1009338
1466;40702;1009663
1467;45371;1009664
1468;44769;1009214
1469;44769;1009243
1470;44769;1009277
1471;44769;1009309
1472;44769;1011428
1473;44769;1011086
1474;44769;1009724
1475;40502;1009262
1476;40502;1009470
1477;40502;1009610
1478;40502;1009616
1479;43498;1009187
1480;43498;1009313
1481;43498;1009338
1482;43498;1009629
1483;42782;1010809
1484;42782;1009338
1485;42782;1010808
1486;40761;1009220
1487;40761;1016181
1488;44797;1009740
1489;44797;1009220
1490;65267;1009184
1491;61121;1009214
1492;65264;1011227
1493;65264;1009165
1494;65264;1017577
1495;65264;1017078
1496;65264;1016181
1497;65264;1009697
